Score-ScoreOther,ScoreOther-Score,Number of Records,Score (bin),Emotion,Id Of The Other In The Pair,Id,One Of The Pairs And With Hashtag Flag,One Of The Pairs Flag,Query Hashtag,Score Of The Other,Score,Testflag,Tweet Of The Other In The Pair,Tweet
-0.376,0.376,1,0.30,anger,11088,11089,singleton,1,fuming,0.688,0.312,test,This is a joke @SomersetCCC #fuming,This is a joke @SomersetCCC
0,0,1,0.75,anger,11183,11184,singleton,1,fuming,0.792,0.792,test,What a fucking muppet.  @jRwild1 #fuming #stalker.,What a fucking muppet.  @jRwild1  #stalker.
0.309,-0.309,1,0.95,anger,11577,11576,singleton,1,fuming,0.667,0.976,test,Who the hell is drilling outside my house?! Literally got to sleep at half four after a busy shift and these twats have woken me up #fuming,Who the hell is drilling outside my house?! Literally got to sleep at half four after a busy shift and these twats have woken me up
-0.208,0.208,1,0.40,anger,11393,11394,singleton,1,furious,0.646,0.438,test,@delta correction 26 ppl. Checked in. Standing at the gate. &amp; Flt 1449 took off without us. #furious,@delta correction 26 ppl. Checked in. Standing at the gate. &amp; Flt 1449 took off without us.
-0.229,0.229,1,0.35,anger,10948,10949,singleton,1,furious,0.625,0.396,test,@virginmedia I've been disconnected whilst on holiday 😤 but I don't move house until the 1st October 🤔 #furious,@virginmedia I've been disconnected whilst on holiday 😤 but I don't move house until the 1st October 🤔
0.119,-0.119,1,0.75,anger,11526,11525,singleton,1,furious,0.673,0.792,test,"Okay you've annoyed me, you haven't done a good job there at all. #furious","Okay you've annoyed me, you haven't done a good job there at all."
-0.129,0.129,1,0.45,anger,11103,11104,singleton,1,fury,0.583,0.454,test,@inthefade going back to blissful ignorance?! #fury,@inthefade going back to blissful ignorance?!
-0.083000000,0.083000000,1,0.45,anger,11494,11495,singleton,1,"fury,anger",0.562,0.479,test,#Pain is an aspect of #human evolution; the evolution of #consciousness. #attachments #desire #apathy #sentimentality #tears #fury #anger #O,#Pain is an aspect of #human evolution; the evolution of #consciousness. #attachments #desire #apathy #sentimentality #tears   #O
0.063,-0.063,1,0.35,anger,11475,11474,singleton,1,growl,0.333,0.396,test,@BitchestheCat Look at those teef! #growl,@BitchestheCat Look at those teef!
0.084,-0.084,1,0.60,anger,11343,11342,singleton,1,huff,0.562,0.646,test,@jamiesmart Huh! It's always my fault isn't it &gt;:( #huff #sulk,@jamiesmart Huh! It's always my fault isn't it &gt;:(  #sulk
-0.187,0.187,1,0.40,anger,11241,11242,singleton,1,indignation,0.625,0.438,test,@mikeburke91 @AP I guess. It's just heartbreaking the ease with which they can kill an innocent man and get away with it. #indignation,@mikeburke91 @AP I guess. It's just heartbreaking the ease with which they can kill an innocent man and get away with it.
-0.146,0.146,1,0.50,anger,11004,11005,singleton,1,inflame,0.646,0.5,test,@twojacksdetail @bluelivesmtr Very rare an officer just shoots without regard. They don't want that on their conscience. #incite #inflame,@twojacksdetail @bluelivesmtr Very rare an officer just shoots without regard. They don't want that on their conscience. #incite
-0.073,0.073,1,0.60,anger,11680,11679,singleton,1,infuriate,0.698,0.625,test,Stuck in a infuriate scrum about hegemonists. #infuriate #scrum #scrum #Stuck,Stuck in a infuriate scrum about hegemonists.  #scrum #scrum #Stuck
-0.083,0.083,1,0.75,anger,11423,11424,singleton,1,irate,0.833,0.75,test,Circle K is dead to me. I hate your new slushie machine. #irate #livid,Circle K is dead to me. I hate your new slushie machine.  #livid
-0.166,0.166,1,0.40,anger,11205,11206,singleton,1,irritation,0.583,0.417,test,"2 biggest fears: incurable STD's and pregnancy...I mean, they're basically the same thing anyway #forlife #annoying #irritation #weirdsmells","2 biggest fears: incurable STD's and pregnancy...I mean, they're basically the same thing anyway #forlife #annoying  #weirdsmells"
0.237,-0.237,1,0.35,anger,11348,11347,singleton,1,madden,0.138,0.375,test,@RiveraJose39 happy birthday to my seed‼️‼️‼️ #renewtherivalry #imyourdaddy #cantbeatme #madden #tater,@RiveraJose39 happy birthday to my seed‼️‼️‼️ #renewtherivalry #imyourdaddy #cantbeatme  #tater
-0.125,0.125,1,0.50,anger,11598,11599,singleton,1,offend,0.625,0.5,test,"Don't be offended,\nI'm just doing something that,\nGives your life more hurts.\n\n#haikuchallenge #offend #poetry","Don't be offended,\nI'm just doing something that,\nGives your life more hurts.\n\n #haikuchallenge  #poetry"
-0.083,0.083,1,0.40,anger,11665,11666,singleton,1,offend,0.5,0.417,test,Will I offend you\nif I am truthful but kind\nor will you see why?\n@baffled #haikuchallenge #offend,Will I offend you\nif I am truthful but kind\nor will you see why?\n@baffled #haikuchallenge
-0.334,0.334,1,0.30,anger,11667,11668,singleton,1,offended,0.646,0.312,test,@StrangeFacesLA why doesn't this account follow me #offended,@StrangeFacesLA why doesn't this account follow me
-0.25,0.25,1,0.35,anger,11479,11480,singleton,1,offended,0.604,0.354,test,@Toucherandrich there was a US diver named steele johnson. i'd like him barred from the olympics. #offended,@Toucherandrich there was a US diver named steele johnson. i'd like him barred from the olympics.
0.125,-0.125,1,0.60,anger,11141,11140,singleton,1,offended,0.479,0.604,test,Here's a tip for everyone: Stop being offended. End. #offended #quit #youredumb #liveyourownlife,Here's a tip for everyone: Stop being offended. End.  #quit #youredumb #liveyourownlife
-0.187,0.187,1,0.65,anger,11511,11512,singleton,1,offended,0.854,0.667,test,How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake? #patronus #adder #offended,How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake? #patronus #adder
-0.041,0.041,1,0.50,anger,11264,11265,singleton,1,offended,0.562,0.521,test,I asked Jared to marry me and he said no. #offended,I asked Jared to marry me and he said no.
0.014,-0.014,1,0.75,anger,11683,11682,singleton,1,offended,0.75,0.764,test,Like he really just fucking asked me that. #offended,Like he really just fucking asked me that.
-0.14,0.14,1,0.20,anger,11672,11673,singleton,1,offense,0.354,0.214,test,He's mixing it up pretty well..using that slider pretty affective so far #thebabybombers #yankees #offense,He's mixing it up pretty well..using that slider pretty affective so far #thebabybombers #yankees
-0.083,0.083,1,0.50,anger,11584,11585,singleton,1,outrage,0.583,0.5,test,@cameronNewton #colinkaepernick protests because of the unjust murder of #keithlamontscott in North Carolina #injustice #outrage #speakout,@cameronNewton #colinkaepernick protests because of the unjust murder of #keithlamontscott in North Carolina #injustice  #speakout
-0.354,0.354,1,0.20,anger,11344,11345,singleton,1,outrage,0.562,0.208,test,@Dak2future decorations are up all over Jersey already #outrage,@Dak2future decorations are up all over Jersey already
-0.125,0.125,1,0.45,anger,11538,11539,singleton,1,outrage,0.604,0.479,test,@JaredWyand Maybe if it was transgender the media would cover it #outrage,@JaredWyand Maybe if it was transgender the media would cover it
-0.146,0.146,1,0.50,anger,11404,11405,singleton,1,outrage,0.646,0.5,test,@Lowetide there is no room for jokes in hockey! This is a serious business where we made up teams to fill out the tournament! #outrage,@Lowetide there is no room for jokes in hockey! This is a serious business where we made up teams to fill out the tournament!
-0.187,0.187,1,0.35,anger,11234,11235,singleton,1,outrage,0.583,0.396,test,@russbully Ended up paying 75p for half a tube of smarties. Don't even get the pleasure of popping the plastic lid off either #outrage,@russbully Ended up paying 75p for half a tube of smarties. Don't even get the pleasure of popping the plastic lid off either
-0.229,0.229,1,0.25,anger,11078,11079,singleton,1,outrage,0.5,0.271,test,Panpiper playing Big River outside The Bridges in SR1 #outrage,Panpiper playing Big River outside The Bridges in SR1
0.021,-0.021,1,0.35,anger,11321,11320,singleton,1,pout,0.375,0.396,test,Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right #pout,Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right
0.125,-0.125,1,0.70,anger,11694,11693,singleton,1,rage,0.604,0.729,test,@CallofDuty how do u guys determine teams? Cause I'm 80% on shitty teams when I play and I'm fuckin over it #cod #rage,@CallofDuty how do u guys determine teams? Cause I'm 80% on shitty teams when I play and I'm fuckin over it #cod
-0.167,0.167,1,0.70,anger,11203,11204,singleton,1,rage,0.896,0.729,test,@douglas_nat @one11north I need it today! Do u know how many fuckin French plaits I had to do this morn with a stroppy 9 yr old! #rage,@douglas_nat @one11north I need it today! Do u know how many fuckin French plaits I had to do this morn with a stroppy 9 yr old!
0.197,-0.197,1,0.90,anger,11392,11391,singleton,1,rage,0.737,0.934,test,@EE your website is making me feel violent rage and your upgrade options aren't helping either. #Aaaaarrrrgghhh #iwanttocancel #rage,@EE your website is making me feel violent rage and your upgrade options aren't helping either. #Aaaaarrrrgghhh #iwanttocancel
-0.04,0.04,1,0.40,anger,11593,11594,singleton,1,rage,0.458,0.418,test,Changed my clothes at work and had my pre-workout..  In route to the gym and there is traffic all over - pre workout kicking in.. #rage,Changed my clothes at work and had my pre-workout..  In route to the gym and there is traffic all over - pre workout kicking in..
-0.146,0.146,1,0.75,anger,11498,11499,singleton,1,rage,0.917,0.771,test,Fucking hell. Rush for the damn train also no use. Fucking 4min wait. Still sweating. #rage #smrtruinslives,Fucking hell. Rush for the damn train also no use. Fucking 4min wait. Still sweating.  #smrtruinslives
-0.167,0.167,1,0.55,anger,11304,11305,singleton,1,rage,0.729,0.562,test,Get to the gym and discover I forgot to put my gym shoes back in my bad 😤 #rage #wwhhyyy,Get to the gym and discover I forgot to put my gym shoes back in my bad 😤  #wwhhyyy
0.021,-0.021,1,0.70,anger,11110,11109,singleton,1,rage,0.708,0.729,test,Got a $20 tip from a drunk Uber passenger. Today I get a $25 parking ticket. I'd blame karma but my dumb ass forgot to pay the meter. #rage,Got a $20 tip from a drunk Uber passenger. Today I get a $25 parking ticket. I'd blame karma but my dumb ass forgot to pay the meter.
-0.021,0.021,1,0.60,anger,11377,11378,singleton,1,rage,0.667,0.646,test,How hard is it to get in touch with @bt_uk! One simple question I can't find answer to on website and 1 hour waiting for online chat #rage,How hard is it to get in touch with @bt_uk! One simple question I can't find answer to on website and 1 hour waiting for online chat
-0.121,0.121,1,0.50,anger,11431,11432,singleton,1,rage,0.663,0.542,test,I freaking hate working with #word on my phone #rage #write #writing #writerslife #writerproblems #writer,I freaking hate working with #word on my phone  #write #writing #writerslife #writerproblems #writer
-0.104,0.104,1,0.35,anger,10992,10993,singleton,1,rage,0.5,0.396,test,The war is right outside your door #rage #USAToday,The war is right outside your door  #USAToday
-0.209,0.209,1,0.55,anger,11381,11382,singleton,1,rage,0.771,0.562,test,very little frustrates me as much as misplacing something. Been looking for my keys for 2 hours now #rage,very little frustrates me as much as misplacing something. Been looking for my keys for 2 hours now
-0.021,0.021,1,0.75,anger,11130,11131,singleton,1,raging,0.771,0.75,test,@o2academybham since when the fuck can you not stand at a concert? #raging,@o2academybham since when the fuck can you not stand at a concert?
-0.088,0.088,1,0.65,anger,10986,10985,singleton,1,raging,0.755,0.667,test,Can't believe @virginmedia are putting their prices up!! They already know I'm struggling to pay my bill &amp; won't change my package!! #raging,Can't believe @virginmedia are putting their prices up!! They already know I'm struggling to pay my bill &amp; won't change my package!!
0.042,-0.042,1,0.75,anger,11502,11501,singleton,1,raging,0.75,0.792,test,dammit @TMobile whays going on!!! 😤😤😤😤 lol #raging #smh #mobilefails,dammit @TMobile whays going on!!! 😤😤😤😤 lol  #smh #mobilefails
0.02,-0.02,1,0.30,anger,11046,11045,singleton,1,raging,0.292,0.312,test,Favourite quote of the year so far is by @ameliameech 'I swore at a parsnip' 😂 #raging,Favourite quote of the year so far is by @ameliameech 'I swore at a parsnip' 😂
-0.134,0.134,1,0.55,anger,11490,11491,singleton,1,raging,0.688,0.554,test,He's seriously so frustrating sometimes! (╯°□°）╯︵ ┻━┻ #ugh #raging,He's seriously so frustrating sometimes! (╯°□°）╯︵ ┻━┻ #ugh
0.171,-0.171,1,0.40,anger,11286,11285,singleton,1,relentless,0.267,0.438,test,@EliTheProphet_ @ChrisMellini this is an automatic L for me but ima keep trying fam #relentless #thewengerway,@EliTheProphet_ @ChrisMellini this is an automatic L for me but ima keep trying fam  #thewengerway
-0.104,0.104,1,0.20,anger,11596,11597,singleton,1,relentless,0.312,0.208,test,"@Uncle_Brown22 yeah dude! Appreciate the #support! #Notorious on ABC, peep it! #grateful #relentless","@Uncle_Brown22 yeah dude! Appreciate the #support! #Notorious on ABC, peep it! #grateful"
0.104,-0.104,1,0.25,anger,11117,11116,singleton,1,relentless,0.188,0.292,test,JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. @DeluciaAlexis 1 assist. @mhseccathletics #relentless,JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. @DeluciaAlexis 1 assist. @mhseccathletics
0.125,-0.125,1,0.40,anger,11254,11253,singleton,1,revenge,0.292,0.417,test,"@MagicalMunicorn May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. #revenge","@MagicalMunicorn May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class."
-0.188,0.188,1,0.25,anger,11002,11003,singleton,1,revenge,0.438,0.25,test,@ReadingFC @EFLCup - remind them 'Twenty's Plenty' #revenge!,@ReadingFC @EFLCup - remind them 'Twenty's Plenty' !
-0.084,0.084,1,0.30,anger,11322,11323,singleton,1,revenge,0.417,0.333,test,@RVAGameBreak @GAHSBasketball @GAJagsFootball  \nGo Jags!!🐆 I think we have a good shot of beating Deep Run tomorrow! #revenge,@RVAGameBreak @GAHSBasketball @GAJagsFootball  \nGo Jags!!🐆 I think we have a good shot of beating Deep Run tomorrow!
-0.104,0.104,1,0.35,anger,10982,10983,singleton,1,revenge,0.479,0.375,test,@TheBarmyArmy looking forward to div 2 next year @AndyBarmyArmy? #revenge #leictershireaway #therey,@TheBarmyArmy looking forward to div 2 next year @AndyBarmyArmy?  #leictershireaway #therey
-0.042,0.042,1,0.35,anger,11055,11056,singleton,1,revenge,0.396,0.354,test,"#Forgiveness might make us look #weak, but the weakest person is the one who holds #anger, #hatred, and #revenge.","#Forgiveness might make us look #weak, but the weakest person is the one who holds #anger, #hatred, and ."
0.083,-0.083,1,0.50,anger,11299,11298,singleton,1,revenge,0.438,0.521,test,Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver #revenge,Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver
-0.125,0.125,1,0.25,anger,11677,11678,singleton,1,revenge,0.417,0.292,test,Another loss to city in the cup next 🙈 😂😂 cmon united! #revenge,Another loss to city in the cup next 🙈 😂😂 cmon united!
-0.188,0.188,1,0.35,anger,11481,11482,singleton,1,revenge,0.542,0.354,test,Glad I didn't watch smackdown because I can't see my men @JasonJordanJJ @WWEGable lose. #sohurt #revenge,Glad I didn't watch smackdown because I can't see my men @JasonJordanJJ @WWEGable lose. #sohurt
0.083,-0.083,1,0.50,anger,11389,11388,singleton,1,revenge,0.438,0.521,test,India should now react to the uri attack..... #revenge,India should now react to the uri attack.....
-0.023,0.023,1,0.15,anger,11179,11180,singleton,1,revenge,0.211,0.188,test,Manchester derby at home #revenge,Manchester derby at home
-0.083,0.083,1,0.50,anger,11296,11297,singleton,1,revenge,0.604,0.521,test,The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet #revenge.,The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet .
-0.083,0.083,1,0.40,anger,11407,11408,singleton,1,snap,0.521,0.438,test,@MarkTOByrne I offered @WholeFoods @amazon @CheapAir gold or silver but they said Nah... #bitcoin #snap,@MarkTOByrne I offered @WholeFoods @amazon @CheapAir gold or silver but they said Nah... #bitcoin
-0.202,0.202,1,0.15,anger,10996,10997,singleton,1,snap,0.375,0.173,test,Bored rn leave Kik/Snapchat #kik #kikme #kikmessage #boredaf #bored #snapchatme #snapchat #snap #country #countrygirl,Bored rn leave Kik/Snapchat #kik #kikme #kikmessage #boredaf #bored #snapchatme #snapchat  #country #countrygirl
-0.104,0.104,1,0.35,anger,11318,11319,singleton,1,snap,0.5,0.396,test,Boys Dm me pictures of your cocks! The best one will get uploaded! ☺️💦💦 #Cumtribute #dm #snap #snapchat #snapme #nudes #dickpic #cocktribute,Boys Dm me pictures of your cocks! The best one will get uploaded! ☺️💦💦 #Cumtribute #dm  #snapchat #snapme #nudes #dickpic #cocktribute
-0.042,0.042,1,0.10,anger,11150,11151,singleton,1,snap,0.188,0.146,test,Every dancers dream song #snap #worldpower,Every dancers dream song  #worldpower
0.104,-0.104,1,0.45,anger,11510,11509,singleton,1,snap,0.375,0.479,test,im 16 if you want to see my dick snap/kik me at hiya2247 😘 #kik #kikme #snapchat #snap #snapme #horny #porn #naked #young,im 16 if you want to see my dick snap/kik me at hiya2247 😘 #kik #kikme #snapchat  #snapme #horny #porn #naked #young
0.062,-0.062,1,0.30,anger,11292,11291,singleton,1,snap,0.25,0.312,test,someone kik me @ montanashay_ \n#kikme #snap,someone kik me @ montanashay_ \n #kikme
0.004,-0.004,1,0.25,anger,11040,11039,singleton,1,snap,0.292,0.296,test,Using multiple combs simultaneously is what I like to call impressive work!!    ;-O #snap #ohsnap #daaamn,Using multiple combs simultaneously is what I like to call impressive work!!    ;-O  #ohsnap #daaamn
-0.021,0.021,1,0.35,anger,11411,11412,singleton,1,snap,0.396,0.375,test,"Yeah, no. I don' mind tweetin' that twice. #snap #blm #likeThat","Yeah, no. I don' mind tweetin' that twice.  #blm #likeThat"
0.208,-0.208,1,0.45,anger,11199,11198,singleton,1,snap,0.271,0.479,test,Yo gurls Dm for a tribute 😜💦 #snapme #dm #nudes #tribute #cumtribute #cock #snap #cum #swallow,Yo gurls Dm for a tribute 😜💦 #snapme #dm #nudes #tribute #cumtribute #cock  #cum #swallow
0.021,-0.021,1,0.25,anger,11332,11331,singleton,1,sting,0.229,0.25,test,@RadioX @ChrisMoyles wow. not heard this in forever. Random but. great #sting #xph,@RadioX @ChrisMoyles wow. not heard this in forever. Random but. great  #xph
-0.021,0.021,1,0.35,anger,11015,11016,singleton,1,sting,0.375,0.354,test,"@WellerMonica Hi Monica, I write regularly for @ctysmallholding  - but not on bees - never dared try them #buzz #sting #HONEY","@WellerMonica Hi Monica, I write regularly for @ctysmallholding  - but not on bees - never dared try them #buzz  #HONEY"
0.125,-0.125,1,0.50,anger,11246,11245,singleton,1,sting,0.417,0.542,test,Argh a big wasp buzzing between my blinds and my window. Halp! #wasp #evil #buzz #sting,Argh a big wasp buzzing between my blinds and my window. Halp! #wasp #evil #buzz
-0.104,0.104,1,0.40,anger,11147,11148,singleton,1,sting,0.542,0.438,test,Me and these burns that I pick up off the pitches don't get on at all like 😢😢 #sting,Me and these burns that I pick up off the pitches don't get on at all like 😢😢
-0.146,0.146,1,0.35,anger,11145,11146,singleton,1,tantrums,0.542,0.396,test,"Pro Tip: Go back to work when your kid reaches 20 mos old.  Stay home any longer, and you'll be absolutely miserable with the #tantrums.","Pro Tip: Go back to work when your kid reaches 20 mos old.  Stay home any longer, and you'll be absolutely miserable with the ."
-0.183,0.183,1,0.25,anger,11185,11186,singleton,1,umbrage,0.438,0.255,test,@TedLeitner @jesseagler You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse). #umbrage,@TedLeitner @jesseagler You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse).
,,1,0.70,fear,,21784,singleton,0,,,0.708,test,,-normal people scare me*
,,1,0.35,fear,,22174,singleton,0,,,0.354,test,,"—but he just can't. He feels tired but also restless. So here he now, scrolling his own music player, playing some music through his—"
,,1,0.25,fear,,21348,singleton,0,,,0.292,test,,.@billradkeradio is not a fan of The Beat Happening. But that's not to discourage aspiring other Olympia musicians! #KUOWrecord
,,1,0.70,fear,,21944,singleton,0,,,0.723,test,,.@morningmika &amp; her @HillaryClinton Super PAC @Morning_Joe @MSNBC in full #panic mode over @realDonaldTrump #momentum!\n\n#TrumpPence16 #MAGA
,,1,0.50,fear,,22209,singleton,0,,,0.542,test,,"“It is not #death, that most people are #afraid of. It is getting to the end of #life only to realize that you never truly #lived.”"
,,1,0.25,fear,,22108,singleton,0,,,0.271,test,,“Winners are not afraid of losing. But losers are. Failure is part of the process of success. People who avoid failure also avoid success.'
,,1,0.35,fear,,22036,singleton,0,,,0.354,test,,"@_Adam_Price @WalesPolitics  Am afraid you're at back of BBC queue, editorially trumped by Ron Davies and bicycle paths"
,,1,0.15,fear,,21592,singleton,0,,,0.188,test,,"@_Briannax33 @TheFunnyVine @MarielaLynn_ @karengutiii_ gotta shake the booty instead though, makes sure it's all good 🙂"
,,1,0.35,fear,,22205,singleton,0,,,0.375,test,,@_Hallospaceboy_ @DailyGrindhouse  I respect when someone can give a second chance to a movie they aren't a fan of. Why #horror is diverse.
,,1,0.30,fear,,22049,singleton,0,,,0.333,test,,@_JuliaSteiner : YES ! Right ? I mean I wish you hadn't been discouraged to see #MikeandMolly because so many parallels really -
,,1,0.90,fear,,22176,singleton,0,,,0.917,test,,@_miasienna ITS ALREADY FUCKING 1 ... Ok well I love having panic attacks in the afternoon
,,1,0.20,fear,,21691,singleton,0,,,0.229,test,,@1StevieKilner @KachelaMurray Don't be silly - she doesn't want to scare them off! 😆
,,1,0.35,fear,,21796,singleton,0,,,0.375,test,,@AaronRodgers12 You will tell people not to  panic. But let see when was the last year the best QB in the NFL got his team in the SB???
,,1,0.35,fear,,21608,singleton,0,,,0.375,test,,@AASadeq I scare people even when I'm suspended? LOL
,,1,0.50,fear,,21690,singleton,0,,,0.542,test,,@abbeygray14 they're revolting
,,1,0.45,fear,,21573,singleton,0,,,0.458,test,,@addy_caylen I told her I wasn't fighting her Bc I'm not trashy and she keeps tryna threaten me lmfao
,,1,0.45,fear,,21325,singleton,0,,,0.458,test,,@AliKhanSays Oh come on. RAW and ISI have been spying for decades. Spying and supporting terrorism is two different thing.
,,1,0.40,fear,,21682,singleton,0,,,0.42,test,,@alyssaxbeauty nightmare before Christmas
,,1,0.40,fear,,21777,singleton,0,,,0.406,test,,"@AlZeidenfeld @DavisMattek @FI_GPP_Quotes @LoughyFI @FantasyInsiders terrible handle, but I owe whoever runs it a lot. #GPPHallMonitor"
,,1,0.55,fear,,21789,singleton,0,,,0.583,test,,@Amphabio don't kill it bees are dying at an alarming rate
,,1,0.35,fear,,21895,singleton,0,,,0.396,test,,@amychozick @jswatz Not a word about terrorism.
,,1,0.60,fear,,22096,singleton,0,,,0.646,test,,@andreasarahco do you actually heely on campus bc this should scare you
,,1,0.75,fear,,21569,singleton,0,,,0.792,test,,"@AnsarAAbbasi John Kerry fckd u,chief justiceofpak made the statement publicly about party supporting terror what else u need#terrorstatepak"
,,1,0.25,fear,,21665,singleton,0,,,0.289,test,,@Apolocreed4 What is even more shocking is that someone gave him a record deal! lol
,,1,0.45,fear,,21996,singleton,0,,,0.458,test,,@AskLloydsBank #worst exec complaints ever #horrific customer journey
,,1,0.45,fear,,21392,singleton,0,,,0.479,test,,"@atlabps He doesn't intimidate me, it just annoys me to have him by my side. The further he is, the better I feel"
,,1,0.50,fear,,22048,singleton,0,,,0.5,test,,@ATTCares this really sucks how much your customer service sucks. I've been hung up on three times and this is absolutely horrible.
,,1,0.25,fear,,21370,singleton,0,,,0.292,test,,"@Away_Label_Not True Indeed! Next time if these midnight hunger pangs worry you,then you can order delicious rolls from #TRC via @ScootsyIt"
,,1,0.55,fear,,21515,singleton,0,,,0.565,test,,@ayeshashafique5 we are not concerned about Pakistan's internal affairs. But the terrorism as it's state &amp; economic policy.#terroristnation
,,1,0.40,fear,,21908,singleton,0,,,0.417,test,,@AzyraiZelo I am shy xD
,,1,0.40,fear,,21797,singleton,0,,,0.417,test,,@BBCwaste I would imagine he'd shake them up a tad... @afneil
,,1,0.55,fear,,21870,singleton,0,,,0.583,test,,"@BBTooms This is perfect example of why what paul said about her, was right.  One of the most ignorant competitors ive seen. #bully #c$%t"
,,1,0.20,fear,,22175,singleton,0,,,0.229,test,,"@Beetrootrabbit it was, work was an awful reality on the Tuesday @verilyberrily @emmmmerla, thanks so much for coming! xx"
,,1,0.20,fear,,21845,singleton,0,,,0.246,test,,"@BenjySarlin @MargieOmero @MonmouthPoll not to worry, he'll flip Wisconsin"
,,1,0.25,fear,,21278,singleton,0,,,0.25,test,,"@BennyN_PR If you need any assistance with your concern so it can be resolved, feel free to email us with your info. ^AP"
,,1,0.40,fear,,21628,singleton,0,,,0.438,test,,"@BetteMidler @Adele @TheGarden @charitybuzz Also, apart from Skyfall, her music is dire and boring."
,,1,0.50,fear,,22091,singleton,0,,,0.521,test,,@billmaher @realDonaldTrump was right and you two have very similar stances against #radical #islamic #terror. Time to anoint the Orange one
,,1,0.40,fear,,21258,singleton,0,,,0.438,test,,@bkero @whispersystems Which really sucks because typing on a mobile device is always horrible and I hate it.
,,1,0.20,fear,,21798,singleton,0,,,0.208,test,,@blessspalding awe isa love u hoe thanks
,,1,0.05,fear,,21549,singleton,0,,,0.062,test,,@BowkerMorgan awe thanks morgs!!! love u lots girly ❤️😊❤️
,,1,0.45,fear,,21989,singleton,0,,,0.46,test,,@breadf2man @SunApology and it's Kelvin Mackenzie tomorrow... #shudder DontBuyTheSun
,,1,0.55,fear,,21354,singleton,0,,,0.583,test,,"@brendancoots where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror"
,,1,0.50,fear,,21497,singleton,0,,,0.542,test,,@Briardpup @dogworldnews Did they get the wrong fur Pal? #shocking 😱
,,1,0.55,fear,,21649,singleton,0,,,0.583,test,,@Bridget_Delia @originalaubs omg that's terrible
,,1,0.45,fear,,21685,singleton,0,,,0.479,test,,@BuzzFeedAndrew @MattMurph24 start a countdown clock to reporting that pompous bully &amp; liar christie is asking president HRC for a pardon
,,1,0.60,fear,,21315,singleton,0,,,0.646,test,,@Bwana86 I can fear that someone is always following me everywhere I go. Does that make it true??
,,1,0.75,fear,,22087,singleton,0,,,0.771,test,,@C1TYofFL1NT This will haunt my dreams. @JoePrich
,,1,0.50,fear,,21623,singleton,0,,,0.542,test,,@caIrissian take deep breaths bc the shaking could be from adrenaline. Oh wow that's weird. Depending if you're regular or not that varies-
,,1,0.25,fear,,21610,singleton,0,,,0.25,test,,@captainzee44 yup. He can celebrate and no he doesn't hesitate
,,1,0.20,fear,,21466,singleton,0,,,0.229,test,,"@carl_diggler @TMZ_Sports Thank you for saying what others are afraid to say, Carl. Big fan!"
,,1,0.65,fear,,22002,singleton,0,,,0.688,test,,@carlymarierozy @makeupsue it's sad but now we are making our own children vulnerable to the same terror.
,,1,0.50,fear,,21717,singleton,0,,,0.5,test,,@Cassena13 I know if I wasn't an optimist I would despair.
,,1,0.25,fear,,22213,singleton,0,,,0.271,test,,"@ccgdavidson I remember being awestruck looking around thinking, 'You could fit the entire population of our town in here ten times over.'"
,,1,0.20,fear,,22066,singleton,0,,,0.24,test,,"@ceIestialfoxx I don't even remember that part 😅 the movie wasn't terrible, it just wasn't very scary and I expected a better ending 🙄"
,,1,0.50,fear,,21804,singleton,0,,,0.521,test,,@Cernovich It's like the horror movie The Hills Have Eyes...
,,1,0.60,fear,,22135,singleton,0,,,0.646,test,,@CharlieEblacker hate being shy 😩
,,1,0.25,fear,,21274,singleton,0,,,0.271,test,,@chelsysayshi @Adweek touché! I'll start paying more attention and test this 🕵🏻‍♀️ #AdweekChat
,,1,0.60,fear,,21618,singleton,0,,,0.646,test,,@Chic_Happens_ @Sean_Okeeffe1 @royalmusing I dread the comparisons to Queen Máxima. Guarantee I will lose followers when that happens.
,,1,0.75,fear,,22061,singleton,0,,,0.792,test,,@chloemcaleese what a nightmare!
,,1,0.45,fear,,21841,singleton,0,,,0.479,test,,@ClaretNBlues forest gate u could see he was a bully cunt big bald cunt his mates looked in shock when I hit him and didn't do shit when he
,,1,0.50,fear,,22166,singleton,0,,,0.521,test,,@CNN bully
,,1,0.55,fear,,21313,singleton,0,,,0.562,test,,@CNN please fire don lemon!!Do not let him report on anymore  protest. He is #horrible #negative and runs away from the issue at hand!
